@relation 'Adam_clicked_novelties_train: -C 1'

@attribute x_att numeric
@attribute y_att numeric
@attribute class- {0,1}


@data
379.29782879650963,215.55504315940453,0
397.2301314034696,230.5219984552781,0
383.5243019218564,241.4238806531244,0
389.78622137565566,228.67592469896783,0
449.1251586621398,190.55559614802291,0
455.2115999453659,192.30674046047807,0
469.5888623392104,215.3624093523482,0
463.8353545506098,222.83764407615598,0
429.1265006286337,149.49496357246358,0
470.73310664807485,143.1515873190093,0
470.8850992755052,183.87669081896428,0
449.3713940448877,132.54552897870116,0
487.79807880113253,121.83681742970651,0
461.67806867483534,152.39792813824022,0
495.4267856307175,145.62356908843702,0
468.8087311677535,128.3010962722375,0
459.6734882515029,169.19247370801781,0
527.8229521286019,94.74463564034488,0
538.6206776710524,126.49457125944645,0
545.0104231335035,126.10095928367923,0
574.4076019357567,111.20970087362264,0
592.9254742143514,115.42153189077226,0
588.9448314051997,150.78033200879526,0
574.1884708007725,137.15964888544067,0
596.4581191097901,82.41230221306239,0
572.0360043270072,132.4593714595856,0
593.1659738680504,89.28059641356253,0
626.7263944631683,66.80217626817694,0
594.1366084090394,70.0101306806526,0
607.0137824720463,101.54846093389443,0
639.5908129532743,69.08152737261236,0
632.7207983603715,57.2607490082292,0
635.3035821990047,93.26494243694418,0
640.2967222325736,55.013950680342134,0
693.5834469776104,83.55545100157758,0
675.2010673258704,65.78498200113262,0
668.3407091492055,99.19081549621654,0
657.1389517208538,41.54307090543347,0
